review_text,stars,needs_reply
"No reply to my TickTick Premium cancellation mail, since 2 days. --------------- New update, another day has passed and no reply to mail has been received yet.",1,1
It's not working :((,1,1
I loved this app before but now for some reason notifications do not pop up and I'm missing out on really important reminders.,3,1
"The interface is great and I love it overall; however, I'm giving it two Stars because it won't synchronize between my Samsung phone and Ipad, despite being the same account information for each. I emailed their support like about this, and they asked for my login info, but I never heard anything back. This is a huge inconvenience because I put a LOT into the version on my iPad, and I dont, and wont, do it twice for the same application. Once this is fixed I'll happily increase the rating.",2,1
"It is not very flexible. It's a pain to make sub lists and quickly edit them. I wish when the app opened you see a list of all of your major tasks or a calendar. If these things are possible, maybe adding a tutorial feature when the app first downloads and opens would help streamline the experience.",2,1
A good one,5,0
Awesome app. Love that I can choose themes too,5,0
It cannot work by itself and it's not user-friendly,1,1
How can I change the language??,4,1
"Doesn't work at all - as a developer myself, it's clear they don't know what they're doing. It should have every possible one but doesn't have ANY broadcast receivers or persistant notification to keep it alive from Android oom freeing up memory which explains no-one receiving notifications as seen in other reviews. Even when active, notifications only received upon screen on despite battery optimization execlusion or doze completely disabled with root. 5 stars and will subscripe once fixed.",1,1
"Great format and tracking. £7 seems excessive for upgrade feature to use as a widget... Also, people have a form of spirituality rather than a religion: can that not be reflected in the app too, for inclusivity? Removing forum comments would be a great option: an unnecessary distraction.",3,0
Helpful to stay on track.,3,1
Really helpful!!,3,1
It worked fine but after android 9 latest updates it fails to update the widget and have to open the app to do the same,3,0
"Life Changing!!! I've been using this app for 2 years and it has changed my lifestyle. I actually bought the premium and I didn't regret it at all. I love that it is intuitive, the streak motivates you to keep doing. I love that there are more rewards that comes with the streak. For example, if you reach 30-day marked, you should receive a badge or trophy just to keep us motivated.",5,0
Perfect so far 👍,5,1
It connects to your phone calendar so its very useful for having more space to put notes and tasks,4,0
